age_years,best_deal_platform,best_price,condition_score,fuel_type,kms_reading,location,make,model,price_cardekho,price_cartrade,price_carwale,price_olx,price_per_km,price_sahivalue,price_spinny,scraped_at,source_platforms,transmission,variant,vehicle_id,year
3,olx,708871,0.72,Petrol,26747,"Kanpur, Uttar Pradesh",Toyota,Corolla,,,,708871,26.5,,,2025-07-02T11:51:38.830207,olx,CVT,ZX,olx_000042,2021
3,spinny,553600,0.55,Petrol,55528,"Pune, Maharashtra",Mahindra,KUV100,,,,,9.97,,553600,2025-07-02T11:51:38.830207,spinny,Manual,Base,spinny_000043,2021
7,carwale,264260,0.57,Petrol,59854,"Indore, Madhya Pradesh",Skoda,Unknown,,,264260,,4.42,,,2025-07-02T11:51:38.830207,carwale,Automatic,Mid,carwale_000044,2017
3,carwale,571257,0.57,Petrol,52798,"Bhopal, Madhya Pradesh",Volkswagen,Unknown,,,571257,,10.82,,,2025-07-02T11:51:38.830207,carwale,Automatic,Top,carwale_000045,2021
6,sahivalue,329492,0.44,Electric,108648,"Nagpur, Maharashtra",Jeep,Unknown,,,,,3.03,329492,,2025-07-02T11:51:38.830207,sahivalue,AMT,Base,sahivalue_000046,2018
8,sahivalue,198793,0.4,Hybrid,123956,"Chennai, Tamil Nadu",Renault,Unknown,,,,,1.6,198793,,2025-07-02T11:51:38.830207,sahivalue,CVT,Mid,sahivalue_000047,2016
5,carwale,425129,0.6,Electric,57029,"Kolkata, West Bengal",Honda,Accord,,,425129,,7.45,,,2025-07-02T11:51:38.830207,carwale,AMT,SX,carwale_000048,2019
7,spinny,378852,0.52,Electric,80001,"Visakhapatnam, Andhra Pradesh",Toyota,Etios,,,,,4.74,,378852,2025-07-02T11:51:38.830207,spinny,AMT,ZX,spinny_000049,2017
9,olx,203126,0.33,Hybrid,156199,"Hyderabad, Telangana",Nissan,Unknown,,,,203126,1.3,,,2025-07-02T11:51:39.839983,olx,Automatic,LX,olx_000000,2015
5,cartrade,288952,0.59,Hybrid,58731,"Bhopal, Madhya Pradesh",Tata,Tiago,,288952,,,4.92,,,2025-07-02T11:51:39.839983,cartrade,Automatic,ZX,cartrade_000001,2019
6,olx,275370,0.6,Diesel,53475,"Nagpur, Maharashtra",Jeep,Unknown,,,,275370,5.15,,,2025-07-02T11:51:39.839983,olx,Manual,Base,olx_000002,2018
8,olx,747938,0.42,CNG,117303,"Hyderabad, Telangana",Audi,Q3,,,,747938,6.38,,,2025-07-02T11:51:39.839983,olx,Automatic,Mid,olx_000003,2016
6,spinny,270265,0.49,Petrol,92116,"Indore, Madhya Pradesh",Tata,Tiago,,,,,2.93,,270265,2025-07-02T11:51:39.839983,spinny,CVT,ZX,spinny_000004,2018
7,cardekho,271680,0.59,Hybrid,52579,"Mumbai, Maharashtra",MG,Unknown,271680,,,,5.17,,,2025-07-02T11:51:39.839983,cardekho,Manual,VX,cardekho_000005,2017
6,spinny,351351,0.41,Electric,116838,"Hyderabad, Telangana",Mahindra,Alturas,,,,,3.01,,351351,2025-07-02T11:51:39.839983,spinny,Automatic,ZX,spinny_000006,2018
3,sahivalue,574256,0.57,Petrol,52763,"Bangalore, Karnataka",Kia,Unknown,,,,,10.88,574256,,2025-07-02T11:51:39.839983,sahivalue,Manual,EX,sahivalue_000007,2021
1,cardekho,627697,0.75,Electric,11702,"Thane, Maharashtra",Renault,Unknown,627697,,,,53.64,,,2025-07-02T11:51:39.839983,cardekho,AMT,Mid,cardekho_000008,2023
3,sahivalue,459197,0.6,Diesel,47881,"Kolkata, West Bengal",MG,Unknown,,,,,9.59,459197,,2025-07-02T11:51:39.839983,sahivalue,AMT,EX,sahivalue_000009,2021
9,cartrade,210512,0.41,Petrol,118722,"Kanpur, Uttar Pradesh",Mahindra,Scorpio,,210512,,,1.77,,,2025-07-02T11:51:39.839983,cartrade,Automatic,Top,cartrade_000010,2015
7,olx,265678,0.45,Hybrid,104738,"Delhi, Delhi",Chevrolet,Unknown,,,,265678,2.54,,,2025-07-02T11:51:39.839983,olx,AMT,ZX,olx_000011,2017
3,cardekho,473677,0.69,Hybrid,32664,"Mumbai, Maharashtra",Skoda,Unknown,473677,,,,14.5,,,2025-07-02T11:51:39.839983,cardekho,AMT,VX,cardekho_000012,2021
1,cartrade,616630,0.78,Petrol,10013,"Thane, Maharashtra",Renault,Unknown,,616630,,,61.58,,,2025-07-02T11:51:39.839983,cartrade,CVT,EX,cartrade_000013,2023
8,olx,207708,0.44,Diesel,108408,"Bhopal, Madhya Pradesh",Hyundai,Elantra,,,,207708,1.92,,,2025-07-02T11:51:39.839983,olx,Automatic,Top,olx_000014,2016
1,carwale,747758,0.71,CNG,14144,"Ahmedabad, Gujarat",Hyundai,Creta,,,747758,,52.87,,,2025-07-02T11:51:39.839983,carwale,AMT,EX,carwale_000015,2023
1,cardekho,530409,0.82,Electric,7833,"Thane, Maharashtra",Maruti Suzuki,WagonR,530409,,,,67.71,,,2025-07-02T11:51:39.839983,cardekho,AMT,EX,cardekho_000016,2023
1,cartrade,999276,0.61,Petrol,19454,"Kanpur, Uttar Pradesh",Toyota,Yaris,,999276,,,51.37,,,2025-07-02T11:51:39.839983,cartrade,Automatic,ZX,cartrade_000017,2023
7,carwale,249657,0.55,CNG,66485,"Kanpur, Uttar Pradesh",Ford,Unknown,,,249657,,3.76,,,2025-07-02T11:51:39.839983,carwale,AMT,Top,carwale_000018,2017
1,sahivalue,707691,0.56,CNG,23341,"Bhopal, Madhya Pradesh",Jeep,Unknown,,,,,30.32,707691,,2025-07-02T11:51:39.839983,sahivalue,Automatic,SX,sahivalue_000019,2023
7,spinny,828945,0.53,Electric,74905,"Pune, Maharashtra",Audi,Q3,,,,,11.07,,828945,2025-07-02T11:51:39.839983,spinny,Automatic,LX,spinny_000020,2017
2,olx,627173,0.75,Diesel,19089,"Bhopal, Madhya Pradesh",MG,Unknown,,,,627173,32.86,,,2025-07-02T11:51:39.839983,olx,CVT,LX,olx_000021,2022
9,carwale,173281,0.5,CNG,72647,"Bhopal, Madhya Pradesh",Tata,Hexa,,,173281,,2.39,,,2025-07-02T11:51:39.839983,carwale,Automatic,Top,carwale_000022,2015
1,sahivalue,692590,0.68,Electric,15643,"Bangalore, Karnataka",Mahindra,Bolero,,,,,44.27,692590,,2025-07-02T11:51:39.839983,sahivalue,CVT,LX,sahivalue_000023,2023
1,sahivalue,1006931,0.58,Petrol,21577,"Delhi, Delhi",Toyota,Yaris,,,,,46.67,1006931,,2025-07-02T11:51:39.839983,sahivalue,Manual,Base,sahivalue_000024,2023
3,carwale,523962,0.68,Diesel,33117,"Kolkata, West Bengal",Ford,Unknown,,,523962,,15.82,,,2025-07-02T11:51:39.839983,carwale,AMT,Base,carwale_000025,2021
6,carwale,861424,0.42,Petrol,115240,"Ahmedabad, Gujarat",BMW,Z4,,,861424,,7.48,,,2025-07-02T11:51:39.839983,carwale,Manual,LX,carwale_000026,2018
6,cardekho,212032,0.42,Hybrid,115321,"Jaipur, Rajasthan",Maruti Suzuki,Ertiga,212032,,,,1.84,,,2025-07-02T11:51:39.839983,cardekho,CVT,Mid,cardekho_000027,2018
6,spinny,395706,0.49,Electric,91954,"Visakhapatnam, Andhra Pradesh",Volkswagen,Unknown,,,,,4.3,,395706,2025-07-02T11:51:39.839983,spinny,Manual,EX,spinny_000028,2018
0,olx,801352,1.0,Diesel,3406,"Bhopal, Madhya Pradesh",MG,Unknown,,,,801352,235.28,,,2025-07-02T11:51:39.839983,olx,Manual,LX,olx_000029,2024
2,spinny,589809,0.61,CNG,35039,"Delhi, Delhi",Kia,Unknown,,,,,16.83,,589809,2025-07-02T11:51:40.843278,spinny,Manual,Top,spinny_000000,2022
1,cardekho,2617163,0.74,Hybrid,12352,"Indore, Madhya Pradesh",Mercedes-Benz,A-Class,2617163,,,,211.88,,,2025-07-02T11:51:40.843278,cardekho,AMT,Base,cardekho_000001,2023
6,carwale,1112534,0.46,Petrol,100512,"Nagpur, Maharashtra",Audi,TT,,,1112534,,11.07,,,2025-07-02T11:51:40.843278,carwale,Automatic,LX,carwale_000002,2018
2,sahivalue,766418,0.75,Electric,18936,"Chennai, Tamil Nadu",Volkswagen,Unknown,,,,,40.47,766418,,2025-07-02T11:51:40.843278,sahivalue,AMT,Top,sahivalue_000003,2022
3,cartrade,505632,0.59,Petrol,49509,"Kolkata, West Bengal",Jeep,Unknown,,505632,,,10.21,,,2025-07-02T11:51:40.843278,cartrade,Manual,LX,cartrade_000004,2021
4,olx,458105,0.55,CNG,65459,"Bangalore, Karnataka",Mahindra,XUV500,,,,458105,7.0,,,2025-07-02T11:51:40.843278,olx,Automatic,Base,olx_000005,2020
1,carwale,618363,0.8,Hybrid,9274,"Indore, Madhya Pradesh",Skoda,Unknown,,,618363,,66.68,,,2025-07-02T11:51:40.843278,carwale,AMT,LX,carwale_000006,2023
8,cardekho,828610,0.34,Petrol,154721,"Delhi, Delhi",Mercedes-Benz,GLE,828610,,,,5.36,,,2025-07-02T11:51:40.843278,cardekho,CVT,Top,cardekho_000007,2016
7,cartrade,383254,0.56,Hybrid,63698,"Bangalore, Karnataka",Toyota,Innova,,383254,,,6.02,,,2025-07-02T11:51:40.843278,cartrade,AMT,EX,cartrade_000008,2017
5,sahivalue,335216,0.46,CNG,96559,"Nagpur, Maharashtra",MG,Unknown,,,,,3.47,335216,,2025-07-02T11:51:40.843278,sahivalue,Automatic,SX,sahivalue_000009,2019
1,cartrade,692611,0.72,CNG,13571,"Chennai, Tamil Nadu",Hyundai,Verna,,692611,,,51.04,,,2025-07-02T11:51:40.843278,cartrade,AMT,Base,cartrade_000010,2023
1,cardekho,684363,0.7,Electric,14722,"Delhi, Delhi",Renault,Unknown,684363,,,,46.49,,,2025-07-02T11:51:40.843278,cardekho,Manual,Top,cardekho_000011,2023
6,sahivalue,325557,0.46,Electric,100839,"Kolkata, West Bengal",Ford,Unknown,,,,,3.23,325557,,2025-07-02T11:51:40.843278,sahivalue,CVT,ZX,sahivalue_000012,2018
1,sahivalue,699252,0.67,Electric,16408,"Thane, Maharashtra",Hyundai,Elite i20,,,,,42.62,699252,,2025-07-02T11:51:40.843278,sahivalue,Manual,SX,sahivalue_000013,2023
4,cartrade,500047,0.66,Petrol,41397,"Bangalore, Karnataka",Volkswagen,Unknown,,500047,,,12.08,,,2025-07-02T11:51:40.843278,cartrade,AMT,LX,cartrade_000014,2020
6,cardekho,274571,0.54,Petrol,73656,"Hyderabad, Telangana",Tata,Zest,274571,,,,3.73,,,2025-07-02T11:51:40.843278,cardekho,CVT,Top,cardekho_000015,2018
2,spinny,673512,0.62,Diesel,33391,"Mumbai, Maharashtra",Kia,Unknown,,,,,20.17,,673512,2025-07-02T11:51:40.843278,spinny,Automatic,Mid,spinny_000016,2022
0,carwale,2753244,1.0,Diesel,1649,"Mumbai, Maharashtra",Mercedes-Benz,GLC,,,2753244,,1669.64,,,2025-07-02T11:51:40.843278,carwale,Manual,SX,carwale_000017,2024
4,sahivalue,425641,0.65,CNG,42017,"Bangalore, Karnataka",Mahindra,Marazzo,,,,,10.13,425641,,2025-07-02T11:51:40.843278,sahivalue,Manual,VX,sahivalue_000018,2020
9,sahivalue,196455,0.32,Petrol,160016,"Kanpur, Uttar Pradesh",Renault,Unknown,,,,,1.23,196455,,2025-07-02T11:51:40.843278,sahivalue,Automatic,SX,sahivalue_000019,2015
8,cardekho,227437,0.5,Diesel,79216,"Delhi, Delhi",Renault,Unknown,227437,,,,2.87,,,2025-07-02T11:51:40.843278,cardekho,Manual,Top,cardekho_000000,2016
5,cartrade,370369,0.66,Hybrid,38103,"Indore, Madhya Pradesh",Chevrolet,Unknown,,370369,,,9.72,,,2025-07-02T11:51:40.843278,cartrade,Automatic,VX,cartrade_000001,2019
4,cartrade,407957,0.47,Electric,83142,"Thane, Maharashtra",Chevrolet,Unknown,,407957,,,4.91,,,2025-07-02T11:51:40.843278,cartrade,Manual,SX,cartrade_000002,2020
7,cartrade,216022,0.39,Petrol,129660,"Nagpur, Maharashtra",Tata,Harrier,,216022,,,1.67,,,2025-07-02T11:51:40.843278,cartrade,CVT,Base,cartrade_000003,2017
9,cardekho,221670,0.35,CNG,145766,"Bhopal, Madhya Pradesh",Honda,WR-V,221670,,,,1.52,,,2025-07-02T11:51:40.843278,cardekho,Manual,EX,cardekho_000004,2015
2,cardekho,738146,0.74,Hybrid,20526,"Lucknow, Uttar Pradesh",Honda,Amaze,738146,,,,35.96,,,2025-07-02T11:51:40.843278,cardekho,Manual,EX,cardekho_000005,2022
5,carwale,361989,0.49,Electric,86454,"Mumbai, Maharashtra",Skoda,Unknown,,,361989,,4.19,,,2025-07-02T11:51:40.843278,carwale,AMT,Mid,carwale_000006,2019
6,cardekho,278626,0.48,CNG,93104,"Bhopal, Madhya Pradesh",Skoda,Unknown,278626,,,,2.99,,,2025-07-02T11:51:40.843278,cardekho,AMT,ZX,cardekho_000007,2018
8,olx,253151,0.37,Diesel,138011,"Lucknow, Uttar Pradesh",Volkswagen,Unknown,,,,253151,1.83,,,2025-07-02T11:51:40.843278,olx,CVT,LX,olx_000008,2016
1,carwale,737063,0.81,CNG,8181,"Bhopal, Madhya Pradesh",Renault,Unknown,,,737063,,90.09,,,2025-07-02T11:51:40.843278,carwale,Manual,EX,carwale_000009,2023
2,carwale,1678573,0.65,Petrol,29864,"Chennai, Tamil Nadu",BMW,3 Series,,,1678573,,56.21,,,2025-07-02T11:51:40.843278,carwale,AMT,VX,carwale_000010,2022
6,cartrade,406955,0.58,CNG,59949,"Delhi, Delhi",Volkswagen,Unknown,,406955,,,6.79,,,2025-07-02T11:51:40.843278,cartrade,CVT,LX,cartrade_000011,2018
2,cartrade,537771,0.6,Electric,35738,"Visakhapatnam, Andhra Pradesh",Hyundai,i20,,537771,,,15.05,,,2025-07-02T11:51:40.843278,cartrade,Automatic,Mid,cartrade_000012,2022
1,cartrade,910344,0.8,CNG,9043,"Chennai, Tamil Nadu",Honda,Accord,,910344,,,100.67,,,2025-07-02T11:51:40.843278,cartrade,Automatic,VX,cartrade_000013,2023
6,cardekho,328810,0.58,Petrol,61979,"Ahmedabad, Gujarat",Chevrolet,Unknown,328810,,,,5.31,,,2025-07-02T11:51:40.843278,cardekho,Automatic,SX,cardekho_000014,2018
1,cartrade,617939,0.75,Diesel,11758,"Thane, Maharashtra",Skoda,Unknown,,617939,,,52.55,,,2025-07-02T11:51:40.843278,cartrade,Automatic,SX,cartrade_000015,2023
7,spinny,323020,0.39,CNG,129434,"Chennai, Tamil Nadu",Honda,Amaze,,,,,2.5,,323020,2025-07-02T11:51:40.843278,spinny,Automatic,Top,spinny_000016,2017
0,cardekho,943181,1.0,Hybrid,3635,"Hyderabad, Telangana",Volkswagen,Unknown,943181,,,,259.47,,,2025-07-02T11:51:40.843278,cardekho,Automatic,LX,cardekho_000017,2024
4,sahivalue,414787,0.59,Diesel,56614,"Bhopal, Madhya Pradesh",Skoda,Unknown,,,,,7.33,414787,,2025-07-02T11:51:40.843278,sahivalue,Automatic,Base,sahivalue_000018,2020
1,spinny,918999,0.61,Diesel,19563,"Visakhapatnam, Andhra Pradesh",Honda,BR-V,,,,,46.98,,918999,2025-07-02T11:51:40.843278,spinny,Manual,LX,spinny_000019,2023
1,carwale,718584,0.84,CNG,6789,"Visakhapatnam, Andhra Pradesh",Renault,Unknown,,,718584,,105.85,,,2025-07-02T11:51:40.843278,carwale,Manual,SX,carwale_000020,2023
6,spinny,1110908,0.56,Petrol,68817,"Pune, Maharashtra",Mercedes-Benz,GLA,,,,,16.14,,1110908,2025-07-02T11:51:40.843278,spinny,Manual,ZX,spinny_000021,2018
5,sahivalue,367445,0.66,Petrol,40423,"Visakhapatnam, Andhra Pradesh",Renault,Unknown,,,,,9.09,367445,,2025-07-02T11:51:40.843278,sahivalue,Automatic,VX,sahivalue_000022,2019
7,carwale,791933,0.39,Diesel,129638,"Jaipur, Rajasthan",BMW,5 Series,,,791933,,6.11,,,2025-07-02T11:51:40.843278,carwale,Manual,VX,carwale_000023,2017
0,carwale,873192,1.0,Diesel,633,"Visakhapatnam, Andhra Pradesh",Jeep,Unknown,,,873192,,1379.45,,,2025-07-02T11:51:40.843278,carwale,CVT,LX,carwale_000024,2024
2,carwale,2248924,0.68,Diesel,27359,"Bhopal, Madhya Pradesh",Mercedes-Benz,S-Class,,,2248924,,82.2,,,2025-07-02T11:51:40.843278,carwale,CVT,ZX,carwale_000025,2022
4,olx,507085,0.65,Diesel,43356,"Hyderabad, Telangana",Mahindra,Bolero,,,,507085,11.7,,,2025-07-02T11:51:40.843278,olx,Manual,Mid,olx_000026,2020
5,carwale,239896,0.66,CNG,39738,"Mumbai, Maharashtra",Maruti Suzuki,Vitara Brezza,,,239896,,6.04,,,2025-07-02T11:51:40.843278,carwale,Automatic,Base,carwale_000027,2019
9,cartrade,203260,0.4,CNG,122146,"Nagpur, Maharashtra",Hyundai,Grand i10,,203260,,,1.66,,,2025-07-02T11:51:40.843278,cartrade,AMT,Mid,cartrade_000028,2015
4,carwale,284134,0.48,Electric,80484,"Thane, Maharashtra",Maruti Suzuki,Alto,,,284134,,3.53,,,2025-07-02T11:51:40.843278,carwale,Manual,SX,carwale_000029,2020
1,cartrade,732692,0.86,CNG,5462,"Ahmedabad, Gujarat",Kia,Unknown,,732692,,,134.14,,,2025-07-02T11:51:40.843278,cartrade,CVT,ZX,cartrade_000030,2023
4,sahivalue,457582,0.54,Diesel,67980,"Bangalore, Karnataka",Ford,Unknown,,,,,6.73,457582,,2025-07-02T11:51:40.843278,sahivalue,AMT,Base,sahivalue_000031,2020
2,spinny,653702,0.71,Petrol,23455,"Ahmedabad, Gujarat",Kia,Unknown,,,,,27.87,,653702,2025-07-02T11:51:40.843278,spinny,AMT,SX,spinny_000032,2022
9,olx,190421,0.29,Petrol,178941,"Jaipur, Rajasthan",Jeep,Unknown,,,,190421,1.06,,,2025-07-02T11:51:40.843278,olx,CVT,Top,olx_000033,2015
7,sahivalue,323723,0.51,Electric,82360,"Visakhapatnam, Andhra Pradesh",Honda,City,,,,,3.93,323723,,2025-07-02T11:51:40.843278,sahivalue,Manual,SX,sahivalue_000034,2017
4,cartrade,473271,0.6,Diesel,53974,"Visakhapatnam, Andhra Pradesh",Mahindra,Bolero,,473271,,,8.77,,,2025-07-02T11:51:40.843278,cartrade,Manual,EX,cartrade_000035,2020
8,olx,235565,0.35,Electric,149515,"Nagpur, Maharashtra",Ford,Unknown,,,,235565,1.58,,,2025-07-02T11:51:40.843278,olx,Automatic,EX,olx_000036,2016
9,spinny,173784,0.36,Petrol,139962,"Hyderabad, Telangana",Skoda,Unknown,,,,,1.24,,173784,2025-07-02T11:51:40.843278,spinny,Manual,EX,spinny_000037,2015
0,cardekho,789847,1.0,Petrol,1581,"Bangalore, Karnataka",MG,Unknown,789847,,,,499.59,,,2025-07-02T11:51:40.844780,cardekho,AMT,ZX,cardekho_000038,2024
9,spinny,184275,0.36,Petrol,141261,"Bhopal, Madhya Pradesh",Skoda,Unknown,,,,,1.3,,184275,2025-07-02T11:51:40.844780,spinny,AMT,VX,spinny_000039,2015
6,cartrade,277258,0.58,CNG,61745,"Pune, Maharashtra",Hyundai,Elantra,,277258,,,4.49,,,2025-07-02T11:51:40.844780,cartrade,Manual,EX,cartrade_000040,2018
4,sahivalue,397559,0.51,Petrol,74631,"Bangalore, Karnataka",Hyundai,Creta,,,,,5.33,397559,,2025-07-02T11:51:40.844780,sahivalue,Manual,SX,sahivalue_000041,2020
0,olx,974433,1.0,Petrol,583,"Thane, Maharashtra",Mahindra,XUV500,,,,974433,1671.41,,,2025-07-02T11:51:40.844780,olx,Automatic,SX,olx_000042,2024
5,carwale,464924,0.61,Petrol,52092,"Pune, Maharashtra",Volkswagen,Unknown,,,464924,,8.93,,,2025-07-02T11:51:40.844780,carwale,CVT,ZX,carwale_000043,2019
2,cartrade,537277,0.74,Diesel,20207,"Bangalore, Karnataka",MG,Unknown,,537277,,,26.59,,,2025-07-02T11:51:40.844780,cartrade,Manual,LX,cartrade_000044,2022
9,cartrade,178057,0.44,Electric,103623,"Pune, Maharashtra",Hyundai,i20,,178057,,,1.72,,,2025-07-02T11:51:40.844780,cartrade,Manual,Base,cartrade_000045,2015
3,olx,460857,0.68,Petrol,33285,"Nagpur, Maharashtra",Ford,Unknown,,,,460857,13.85,,,2025-07-02T11:51:40.844780,olx,Automatic,ZX,olx_000046,2021
2,sahivalue,580297,0.67,CNG,28420,"Nagpur, Maharashtra",Nissan,Unknown,,,,,20.42,580297,,2025-07-02T11:51:40.844780,sahivalue,CVT,EX,sahivalue_000047,2022
0,sahivalue,864876,1.0,Petrol,1428,"Bangalore, Karnataka",Renault,Unknown,,,,,605.66,864876,,2025-07-02T11:51:40.844780,sahivalue,Automatic,SX,sahivalue_000048,2024
0,sahivalue,2779322,1.0,Electric,2369,"Kolkata, West Bengal",Mercedes-Benz,S-Class,,,,,1173.2,2779322,,2025-07-02T11:51:40.844780,sahivalue,Automatic,SX,sahivalue_000049,2024
3,spinny,505869,0.77,Hybrid,19172,"Hyderabad, Telangana",Skoda,Unknown,,,,,26.39,,505869,2025-07-02T11:51:40.844780,spinny,Automatic,VX,spinny_000050,2021
1,sahivalue,2788818,0.71,Diesel,14092,"Lucknow, Uttar Pradesh",Mercedes-Benz,GLE,,,,,197.9,2788818,,2025-07-02T11:51:40.844780,sahivalue,Manual,EX,sahivalue_000051,2023
2,spinny,589915,0.59,Electric,37360,"Delhi, Delhi",MG,Unknown,,,,,15.79,,589915,2025-07-02T11:51:40.844780,spinny,AMT,VX,spinny_000052,2022
8,spinny,223858,0.45,Hybrid,104502,"Kanpur, Uttar Pradesh",Kia,Unknown,,,,,2.14,,223858,2025-07-02T11:51:40.844780,spinny,Automatic,ZX,spinny_000053,2016
0,carwale,813309,1.0,Hybrid,0,"Hyderabad, Telangana",Renault,Unknown,,,813309,,813309.0,,,2025-07-02T11:51:40.844780,carwale,CVT,SX,carwale_000054,2024
3,cardekho,1761643,0.67,Hybrid,36063,"Indore, Madhya Pradesh",Audi,A4,1761643,,,,48.85,,,2025-07-02T11:51:40.844780,cardekho,Automatic,LX,cardekho_000055,2021
4,cartrade,402172,0.62,Hybrid,49168,"Jaipur, Rajasthan",Skoda,Unknown,,402172,,,8.18,,,2025-07-02T11:51:40.844780,cartrade,Manual,SX,cartrade_000056,2020
8,olx,218808,0.52,CNG,71132,"Lucknow, Uttar Pradesh",Ford,Unknown,,,,218808,3.08,,,2025-07-02T11:51:40.844780,olx,Manual,Mid,olx_000057,2016
6,cardekho,298324,0.55,Electric,72119,"Jaipur, Rajasthan",Skoda,Unknown,298324,,,,4.14,,,2025-07-02T11:51:40.844780,cardekho,CVT,Mid,cardekho_000058,2018
8,carwale,147148,0.52,Diesel,72454,"Kanpur, Uttar Pradesh",Maruti Suzuki,Alto,,,147148,,2.03,,,2025-07-02T11:51:40.844780,carwale,Automatic,Top,carwale_000059,2016
2,carwale,616126,0.74,Hybrid,19835,"Bhopal, Madhya Pradesh",Mahindra,Bolero,,,616126,,31.06,,,2025-07-02T11:51:40.844780,carwale,Automatic,Mid,carwale_000060,2022
3,olx,392708,0.62,Petrol,44617,"Lucknow, Uttar Pradesh",Tata,Altroz,,,,392708,8.8,,,2025-07-02T11:51:40.844780,olx,AMT,SX,olx_000061,2021
6,carwale,299799,0.47,Electric,97011,"Pune, Maharashtra",Ford,Unknown,,,299799,,3.09,,,2025-07-02T11:51:40.844780,carwale,Automatic,EX,carwale_000062,2018
1,sahivalue,683079,0.74,Electric,12625,"Ahmedabad, Gujarat",MG,Unknown,,,,,54.11,683079,,2025-07-02T11:51:40.844780,sahivalue,Manual,VX,sahivalue_000063,2023
7,carwale,276563,0.43,Petrol,113942,"Visakhapatnam, Andhra Pradesh",Mahindra,XUV500,,,276563,,2.43,,,2025-07-02T11:51:40.844780,carwale,Manual,VX,carwale_000064,2017
3,sahivalue,458691,0.65,Electric,38383,"Visakhapatnam, Andhra Pradesh",Nissan,Unknown,,,,,11.95,458691,,2025-07-02T11:51:40.844780,sahivalue,AMT,Mid,sahivalue_000065,2021
0,cartrade,760223,1.0,Diesel,0,"Nagpur, Maharashtra",Skoda,Unknown,,760223,,,760223.0,,,2025-07-02T11:51:40.844780,cartrade,CVT,EX,cartrade_000066,2024
8,olx,248374,0.39,Electric,128915,"Visakhapatnam, Andhra Pradesh",Honda,Amaze,,,,248374,1.93,,,2025-07-02T11:51:40.844780,olx,Automatic,Top,olx_000067,2016
0,sahivalue,830180,1.0,Electric,2898,"Mumbai, Maharashtra",MG,Unknown,,,,,286.47,830180,,2025-07-02T11:51:40.844780,sahivalue,CVT,VX,sahivalue_000068,2024
8,carwale,738467,0.41,Petrol,119370,"Pune, Maharashtra",BMW,Z4,,,738467,,6.19,,,2025-07-02T11:51:40.844780,carwale,CVT,Mid,carwale_000069,2016
3,carwale,454719,0.67,Petrol,34719,"Lucknow, Uttar Pradesh",Nissan,Unknown,,,454719,,13.1,,,2025-07-02T11:51:40.844780,carwale,Automatic,VX,carwale_000070,2021
1,spinny,671167,0.78,Petrol,9866,"Chennai, Tamil Nadu",Nissan,Unknown,,,,,68.03,,671167,2025-07-02T11:51:40.844780,spinny,Manual,VX,spinny_000071,2023
2,cartrade,540934,0.74,Electric,19796,"Chennai, Tamil Nadu",Chevrolet,Unknown,,540934,,,27.33,,,2025-07-02T11:51:40.844780,cartrade,CVT,VX,cartrade_000072,2022
8,carwale,238007,0.46,Hybrid,98791,"Visakhapatnam, Andhra Pradesh",Mahindra,Thar,,,238007,,2.41,,,2025-07-02T11:51:40.844780,carwale,Automatic,VX,carwale_000073,2016
2,olx,540285,0.61,Petrol,34627,"Bangalore, Karnataka",Tata,Safari,,,,540285,15.6,,,2025-07-02T11:51:40.844780,olx,Automatic,ZX,olx_000074,2022
7,cardekho,232480,0.54,Electric,71505,"Jaipur, Rajasthan",Chevrolet,Unknown,232480,,,,3.25,,,2025-07-02T11:51:40.844780,cardekho,AMT,ZX,cardekho_000075,2017
7,sahivalue,256080,0.36,Electric,141340,"Bangalore, Karnataka",MG,Unknown,,,,,1.81,256080,,2025-07-02T11:51:40.844780,sahivalue,Manual,ZX,sahivalue_000076,2017
3,cartrade,1664070,0.67,Hybrid,35878,"Bhopal, Madhya Pradesh",BMW,i8,,1664070,,,46.38,,,2025-07-02T11:51:40.844780,cartrade,CVT,Base,cartrade_000077,2021
6,carwale,219751,0.53,CNG,77544,"Kanpur, Uttar Pradesh",Maruti Suzuki,Ertiga,,,219751,,2.83,,,2025-07-02T11:51:40.844780,carwale,CVT,Mid,carwale_000078,2018
0,carwale,872946,1.0,Petrol,0,"Nagpur, Maharashtra",Mahindra,Alturas,,,872946,,872946.0,,,2025-07-02T11:51:40.844780,carwale,AMT,SX,carwale_000079,2024
2,cardekho,578233,0.76,Hybrid,18417,"Nagpur, Maharashtra",Nissan,Unknown,578233,,,,31.4,,,2025-07-02T11:51:40.844780,cardekho,CVT,SX,cardekho_000080,2022
6,cardekho,374438,0.53,Diesel,78422,"Bhopal, Madhya Pradesh",Volkswagen,Unknown,374438,,,,4.77,,,2025-07-02T11:51:40.844780,cardekho,CVT,SX,cardekho_000081,2018
6,carwale,410599,0.51,CNG,85546,"Thane, Maharashtra",Toyota,Fortuner,,,410599,,4.8,,,2025-07-02T11:51:40.844780,carwale,CVT,SX,carwale_000082,2018
0,cartrade,800506,1.0,Electric,0,"Ahmedabad, Gujarat",Chevrolet,Unknown,,800506,,,800506.0,,,2025-07-02T11:51:40.844780,cartrade,AMT,ZX,cartrade_000083,2024
8,cartrade,219086,0.4,CNG,127354,"Mumbai, Maharashtra",Nissan,Unknown,,219086,,,1.72,,,2025-07-02T11:51:40.844780,cartrade,AMT,Base,cartrade_000084,2016
